time[h],concentration[mg/l]
312.0,1.25968993
313.0,1.705426
314.0,2.926357
315.0,2.5
316.0,2.325581
317.0,2.09302282
318.0,2.07364321
320.0,1.88953507
324.0,1.792636
336.0,1.07558107
