time[h],concentration[mg/l]
1.0,0.02
1.5,0.26
2.0,0.72
2.5,0.95
3.0,1.01
3.5,0.82
4.0,0.72
5.0,0.5
6.0,0.33
8.0,0.15
10.0,0.07
12.0,0.08
