time[h],concentration[mg/l]
0.25,0.121926308
0.5,1.136703
0.75,1.723865
1.0,1.801986
1.5,1.882367
2.0,1.694546
3.0,1.148402
4.0,0.520651
5.0,0.3635937
6.0,0.2501332
8.0,0.1183876
12.0,0.0408385
24.0,0.009855025
