time[h],concentration[mg/l]
1.0,6.95748234
1.5,7.963131
2.0,6.335783
3.0,4.17652464
4.0,3.00486922
6.0,1.81598568
8.0,1.10490048
10.0,0.5681142
12.0,0.345657855
