time[h],concentration[mg/l]
1.0,0.298
1.5,0.568
2.0,0.772
2.5,0.614
3.0,0.532
3.5,0.525
4.0,0.522
5.0,0.38
6.0,0.247000009
8.0,0.116
10.0,0.057
12.0,0.024
