time[h],concentration[mg/l]
1.0,0.18
1.5,0.3
2.0,0.453
2.5,0.5
3.0,0.507
3.5,0.476
4.0,0.392
5.0,0.26
6.0,0.168
8.0,0.076
10.0,0.033
12.0,0.01
