time[h],concentration[mg/l]
0.13333334,20.86503
0.25,29.2598572
0.5,14.6808138
0.75,8.115843
1.0,9.084106
1.25,9.099456
1.5,7.4092927
1.75,7.629923
2.0,9.406643
2.5,6.236234
3.0,6.087632
3.5,4.571429
4.0,3.57652569
4.5,3.59035325
5.0,2.58553767
6.0,2.00276971
7.0,1.53017437
