time[h],concentration[mg/l]
1.0,0.137
1.5,0.374
2.0,0.703
2.5,0.839
3.0,0.816
3.5,0.701
4.0,0.577
5.0,0.422
6.0,0.274
8.0,0.112
10.0,0.047
12.0,0.019
