time[h],concentration[mg/l]
1.0,0.4471033
1.5,2.09797859
2.0,2.43487477
2.5,1.93545425
3.0,1.66311586
3.5,1.13997233
4.0,0.9391963
5.0,0.561816454
6.0,0.3634548
7.0,0.272717416
9.0,0.174806982
