time[h],concentration[mg/l]
1.0,0.16
1.5,0.372
2.0,0.447
2.5,0.392
3.0,0.419
3.5,0.343
4.0,0.329
5.0,0.276
6.0,0.192
8.0,0.078
10.0,0.038
12.0,0.012
