time[h],concentration[mg/l]
0.5,0.208085611
1.0,0.5671707
1.5,0.756433249
2.0,1.20984674
2.5,1.15384877
3.0,1.09783947
3.5,1.28238511
4.0,1.51411164
5.0,1.41150475
6.0,1.45041847
7.0,1.08367169
8.0,0.6650382
9.0,0.463408351
10.0,0.370235354
