time[h],concentration[mg/l]
1.0,0.139
1.5,0.145
2.0,0.24499999
2.5,0.384
3.0,0.478000015
3.5,0.406
4.0,0.341
5.0,0.237
6.0,0.16
8.0,0.07
10.0,0.024
12.0,0.009
