time[h],concentration[mg/l]
1.0,0.12
1.5,0.18
2.0,0.27
2.5,0.6
3.0,0.76
4.0,0.48999998
5.0,0.3
6.0,0.23
9.0,1.06
12.0,0.25
15.0,0.72
18.0,0.21
24.0,0.44
25.0,0.46
26.0,1.11
27.0,1.51
28.0,1.26
29.0,0.91
30.0,0.59
32.0,0.31
34.0,0.18
36.0,0.11
