time[h],concentration[µg/l]
144.5,92.92003
145.0,249.089478
145.5,163.728
146.0,112.2313
148.0,57.35115
150.0,50.56761
152.0,26.38835
154.0,25.30399
156.0,19.26363
158.0,19.67205
162.0,12.14178
166.0,9.051485
168.0,8.679538
312.25,10.7426405
312.5,97.97406
313.0,208.9296
313.5,160.1196
314.0,138.7466
316.0,67.78149
318.0,46.89333
320.0,35.93814
322.0,27.54229
324.0,22.90868
326.0,17.91981
330.0,11.65914
334.0,11.19151
336.0,8.754316
