time[h],concentration[µg/l]
0.5,345.654144
1.0,532.1025
1.5,428.8629
2.0,323.9952
4.0,155.61
6.0,117.5595
8.0,74.73711
10.0,51.79475
12.0,39.98283
14.0,30.2060318
18.0,20.93356
22.0,15.81478
24.0,14.82382
