time[h],concentration[µg/l]
0.5,184.7854
1.0,222.7338
1.5,154.3538
2.0,117.6191
3.0,80.85839
4.0,61.8167343
6.0,38.92559
8.0,26.16097
12.0,13.29698
16.0,8.018408
24.0,5.065627
