time[h],concentration[µg/l]
0.5,393.1158
1.0,887.0441
1.5,975.0818
2.0,693.5789
4.0,313.2495
6.0,158.4893
8.0,123.922607
10.0,91.54694
12.0,68.92173
14.0,58.12775
18.0,45.45004
22.0,36.90823
24.0,36.2163
