time[h],concentration[µg/l]
0.5,103.5613
1.0,115.8323
1.5,85.13168
2.0,66.17115
3.0,44.71528
5.0,24.15343
8.0,13.79805
12.0,9.066649
24.0,3.701596
36.0,1.554137
48.0,1.11069
60.0,0.6900901
