time[h],concentration[µg/l]
0.5,17.99987
1.0,24.87623
1.5,20.04969
2.0,13.59845
4.0,6.819046
6.0,5.378723
8.0,3.89192
10.0,2.816104
12.0,2.269718
14.0,2.082098
18.0,1.352532
22.0,1.352532
24.0,1.162984
