time[h],concentration[µg/l]
0.5,52.07948
1.0,123.4999
1.5,152.5223
2.0,152.5223
3.0,116.5914
4.0,98.09947
6.0,66.83439
8.0,46.41589
12.0,25.11886
16.0,15.25223
24.0,8.576959
36.0,3.758374
48.0,2.196174
72.0,1.467799
