time[h],concentration[µg/l]
0.5,105.7286
1.0,121.809
1.5,87.63819
2.0,66.73367
2.5,52.26131
3.0,42.61306
3.5,37.38694
4.0,32.96482
5.0,23.71859
6.0,19.29648
8.0,14.4723587
12.0,8.442211
16.0,5.628141
24.0,3.21608
36.0,2.41206
48.0,1.60804
72.0,0.8040201
