time[h],concentration[µg/l]
0.5,26.14091
1.0,125.688995
1.5,582.413
2.0,977.2166
4.0,1524.698
6.0,716.1255
8.0,533.7182
10.0,369.4447
12.0,296.4653
14.0,225.0702
18.0,153.1845
22.0,116.4725
24.0,116.6552
