time[h],concentration[µg/l]
0.5,563.2289
1.0,2559.877
1.5,2118.49487
2.0,2078.779
4.0,1113.205
6.0,542.3087
8.0,371.418
10.0,295.9599
12.0,244.9295
14.0,191.5101
18.0,141.4767
22.0,100.6328
24.0,93.296
