time[h],concentration[mg/l]
0.530983746,0.127946764
1.04050231,0.298848063
1.55002081,0.3289403
2.0231452,0.31274274
2.569058,0.294355035
3.04218245,0.279860526
4.04302263,0.2542582
6.04470253,0.230998024
8.282946,0.206710547
10.0116692,0.163864717
24.041626,0.06636537
32.0483475,0.0365737528
48.0,0.0106693739
