time[h],concentration[mg/l]
0.122448973,2.455114
0.244897947,1.88859391
0.4897959,1.06221783
0.7653061,0.6393075
1.04081631,0.411734939
2.05102038,0.281504959
3.97959185,0.2940758
7.010204,0.261768371
24.0306129,0.09041073
