time[h],concentration[mg/l]
0.083,2.54420114
0.166,1.532275
0.25,1.04756951
0.333,0.7890316
0.415999979,0.7323179
0.5,0.568319142
1.0,0.47506085
2.0,0.396973342
4.0,0.381975174
8.0,0.29792586
12.0,0.15887
16.0,0.186726674
24.0,0.127968445
