time[h],concentration[µg/l]
0.5,40.15633
1.0,118.0558
2.0,177.1518
4.0,371.2295
6.0,251.943329
8.0,137.7983
10.0,87.02711
12.0,57.66316
16.0,24.71384
24.0,10.26301
