time[h],concentration[µg/l]
0.25,2.58492327
0.5,22.50532
0.75,46.48309
1.0,67.1412048
1.25,89.2753
1.5,101.8186
1.75,117.3128
2.0,135.3895
2.25,147.1946
2.5,150.1484
2.75,147.5699
3.25,149.4207
3.5,146.8417
3.75,139.8359
4.0,133.5707
4.5,116.608192
5.0,99.64632
5.5,93.0123
6.0,55.77888
8.0,37.7258
10.0,25.20492
12.0,13.07357
16.0,3.566165
24.0,0.7377049
