time[h],concentration[µg/l]
0.17,372.9626
0.25,562.7246
0.5,382.5622
0.75,279.6539
1.0,242.1084
1.5,164.707
2.0,126.4892
4.0,69.62456
6.0,40.22898
8.0,24.3963
10.0,17.1031
12.0,12.28372
16.0,6.33896
24.0,1.324873
