time[h],concentration[µg/l]
0.5,89.86416
1.0,311.6527
2.0,487.263336
4.0,487.263336
6.0,294.0048
8.0,170.6348
10.0,111.2791
12.0,81.54408
16.0,42.11847
24.0,16.8985
72.0,19.5659
96.0,19.66015
120.0,17.61445
144.0,19.84889
144.5,154.8365
145.0,364.0671
146.0,580.3809
148.0,536.9796
150.0,317.7677
152.0,184.4263
154.0,129.9942
156.0,93.42522
160.0,50.16744
168.0,20.92546
