study,time_h,conc_native,conc_unit,conc_mg_L
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),0.25,0.0133101512,mg/l,0.01331
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),0.5,0.0119793,mg/l,0.011979
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),1.0,0.0107815126,mg/l,0.010782
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),1.5,0.00985063,mg/l,0.009851
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),2.0,0.008865689,mg/l,0.008866
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),3.0,0.007979225,mg/l,0.007979
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),4.0,0.005905298,mg/l,0.005905
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),6.0,0.00430513639,mg/l,0.004305
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),8.0,0.002393784,mg/l,0.002394
Smith 1987 - 0.75 mg - Triazolam - IV - 0.75 mg - Plasma - agg. (n=5),12.0,0.0013716867,mg/l,0.001372
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),0.0417,0.0478342026,mg/l,0.047834
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),0.1,0.0313857161,mg/l,0.031386
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),0.25,0.0246693026,mg/l,0.024669
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),0.5,0.017984651,mg/l,0.017985
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),1.0,0.016431842,mg/l,0.016432
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),1.5,0.0152407577,mg/l,0.015241
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),2.0,0.0123453448,mg/l,0.012345
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),3.0,0.0111109614,mg/l,0.011111
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),4.0,0.009415778,mg/l,0.009416
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),6.0,0.00729029439,mg/l,0.00729
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),8.0,0.004572259,mg/l,0.004572
Smith 1987 - 1.0 mg - Triazolam - IV - 1 mg - Plasma - agg. (n=5),12.0,0.00286758528,mg/l,0.002868
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),0.6667,0.0007859425,mg/l,0.000786
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),1.0,0.00115655013,mg/l,0.001157
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),1.5,0.001354633,mg/l,0.001355
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),2.0,0.00132268411,mg/l,0.001323
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),2.5,0.001188498,mg/l,0.001188
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),3.0,0.00111821108,mg/l,0.001118
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),4.0,0.0008945687,mg/l,0.000895
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),5.0,0.0006645367,mg/l,0.000665
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),6.0,0.000568690069,mg/l,0.000569
Varhe 1994 - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=9),7.0,0.000364217325,mg/l,0.000364
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),0.5,0.00060940953,mg/l,0.000609
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),1.0,0.0013554,mg/l,0.001355
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),1.5,0.0016734,mg/l,0.001673
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),2.0,0.0017451,mg/l,0.001745
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),3.0,0.0015022,mg/l,0.001502
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),4.0,0.00121389993,mg/l,0.001214
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),5.0,0.000933199946,mg/l,0.000933
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),6.0,0.0007698,mg/l,0.00077
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),7.0,0.00062919996,mg/l,0.000629
Varhe 1996a - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=12),17.0,8.69e-05,mg/l,8.7e-05
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),0.5,0.00119308394,mg/l,0.001193
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),1.0,0.00191676407,mg/l,0.001917
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),1.5,0.00193420507,mg/l,0.001934
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),2.0,0.001821737,mg/l,0.001822
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),3.0,0.001551549,mg/l,0.001552
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),4.0,0.001292643,mg/l,0.001293
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),5.0,0.0009716077,mg/l,0.000972
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),6.0,0.0008708955,mg/l,0.000871
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),7.0,0.000662855338,mg/l,0.000663
Varhe 1996b - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=10),17.0,0.000119136894,mg/l,0.000119
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),0.5,0.0008670213,mg/l,0.000867
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),1.0,0.0014680851,mg/l,0.001468
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),1.5,0.001398936,mg/l,0.001399
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),2.0,0.001351064,mg/l,0.001351
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),3.0,0.00105851109,mg/l,0.001059
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),4.0,0.0009202127,mg/l,0.00092
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),5.0,0.0007393617,mg/l,0.000739
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),6.0,0.0005797873,mg/l,0.00058
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),7.0,0.000484042626,mg/l,0.000484
Varhe 1996c - Triazolam + placebo - Triazolam - PO - 0.25 mg - Plasma - agg. (n=8),18.0,2.12766e-05,mg/l,2.1e-05
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),0.5,0.000834999955,mg/l,0.000835
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),1.0,0.001925,mg/l,0.001925
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),1.5,0.002373,mg/l,0.002373
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),2.0,0.00250500022,mg/l,0.002505
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),3.0,0.00229399977,mg/l,0.002294
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),4.0,0.001779,mg/l,0.001779
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),5.0,0.001369,mg/l,0.001369
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),6.0,0.00109700009,mg/l,0.001097
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),8.0,0.000657,mg/l,0.000657
Villikka 1997 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),10.0,0.00038,mg/l,0.00038
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),0.5,0.00149324292,mg/l,0.001493
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),1.0,0.00268243183,mg/l,0.002682
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),1.5,0.00293918885,mg/l,0.002939
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),2.0,0.002743243,mg/l,0.002743
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),3.0,0.00228378386,mg/l,0.002284
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),4.0,0.00156081107,mg/l,0.001561
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),5.0,0.00116891891,mg/l,0.001169
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),6.0,0.0008581081,mg/l,0.000858
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),8.0,0.000459459523,mg/l,0.000459
Villikka 1998 - Triazolam + placebo - Triazolam - PO - 0.5 mg - Plasma - agg. (n=10),10.0,0.000277027022,mg/l,0.000277
