time[h],concentration[ng/ml]
0.0,7.623318
0.33,208.968613
0.5,458.7444
1.17,426.008972
1.5,398.206268
2.0,352.017944
3.0,252.466385
4.0,185.2018
6.0,70.40359
8.0,47.5336342
10.0,32.2869949
12.0,21.0762329
18.0,13.0044842
24.0,7.17488766
