time[h],concentration[ng/ml]
0.33,451.900574
1.0,530.7018
1.25,443.85965
2.0,370.687134
3.0,290.277771
4.0,239.619873
6.0,127.046791
10.0,63.5233955
12.0,55.4824562
18.0,29.7514629
24.0,23.3187141
