time[h],concentration[ng/ml]
0.25,218.901871
0.5,353.010437
0.67,457.162567
0.9,491.7308
1.2,473.766327
1.25,427.225922
1.5,344.282867
2.0,283.467621
2.5,228.182327
3.0,185.8003
4.0,109.332138
5.0,60.9711838
6.0,41.186657
8.0,24.6521988
10.0,15.49301
12.0,9.099297
18.0,6.04276848
24.0,6.219973
