time[h],concentration[ng/ml]
96.0,8.27794552
96.5,10.3323259
97.0,31.8429012
97.5,55.28701
98.0,58.30816
99.0,43.2024155
100.0,31.23867
102.0,15.70997
104.0,7.311178
106.0,4.531722
108.0,3.141994
112.0,1.32930517
116.0,0.5438067
120.0,0.3021148
144.0,0.0604229569
