time[h],concentration[ng/ml]
0.25,94.17989
0.5,158.201065
1.0,193.650787
1.5,227.513229
2.0,223.809525
3.0,173.544968
4.0,130.687836
6.0,86.2433853
8.0,66.1375656
10.0,57.1428566
12.0,58.73016
