time[h],concentration[ng/ml]
0.5,105.747124
1.0,137.01149
1.5,226.2069
2.0,227.126434
3.0,241.839081
4.0,210.5747
6.0,106.666664
8.0,57.9310341
10.0,42.29885
12.0,26.666666
18.0,13.7931032
