time[h],concentration[ng/ml]
0.25,15.5636377
0.5,49.8909073
0.75,110.254547
1.0,118.981819
1.5,126.399994
2.0,125.672729
2.5,112.872726
3.0,109.381821
4.0,49.1636353
5.0,38.8363647
6.0,29.5272732
8.0,21.3818188
