time[h],concentration[ng/ml]
0.25,12.0904579
0.5,32.8118362
0.75,72.6220856
1.0,403.74472
1.5,255.642822
3.0,65.35325
5.0,28.9113712
8.0,12.3481827
10.0,6.79299164
