time[h],concentration[ng/ml]
0.5,129.39595
1.0,172.553375
1.5,231.307129
2.0,246.025314
3.0,215.825272
4.0,203.977219
6.0,84.86042
8.0,55.6574936
10.0,42.04865
12.0,26.60382
18.0,16.0536423
