time[h],concentration[ng/ml]
0.5,21.3751278
1.0,100.080887
1.5,121.456024
2.0,106.450958
3.0,85.64207
4.0,57.18908
5.0,34.39838
6.0,22.6491413
8.0,11.8907986
16.0,1.9817996
20.0,1.27401412
24.0,0.141557127
