time[h],concentration[ng/ml]
0.17,41.5177155
1.0,205.767
1.5,177.733185
2.0,161.555023
3.0,116.4413
4.0,86.86839
6.0,29.2262917
8.0,17.4070778
12.0,5.67016172
18.0,1.85132849
24.0,0.82882303
