time[h],concentration[mg/l]
121.66,0.369883031
122.0,0.392397672
122.5,0.393201768
123.0,0.354605258
124.0,0.2846491
125.0,0.217909366
127.0,0.108552635
131.0,0.0554824546
133.0,0.0506578945
139.0,0.0305555537
145.0,0.0225146189
