time[h],concentration[ng/ml]
0.17,26.2773724
0.33,167.883209
1.0,242.33577
1.5,183.211685
2.0,157.299271
3.0,118.613136
4.0,80.29197
6.0,24.4525547
8.0,12.4087591
10.0,4.379562
12.0,5.839416
