time[h],concentration[ng/ml]
0.25,74.42231
0.5,191.773911
0.75,208.997955
1.0,191.3577
1.25,161.813034
1.5,149.699982
1.75,138.224686
2.0,127.60009
2.5,107.83828
3.0,87.43943
3.5,79.15721
4.0,71.51311
5.0,36.66671
6.0,25.2053852
8.0,13.5483112
10.0,7.63139057
12.0,6.816153
16.0,3.272771
24.0,0.6513663
