time[h],concentration[ng/ml]
0.17,7.671721
0.33,56.5566444
0.5,134.34433
0.75,181.266724
1.0,191.971451
1.5,164.495987
2.0,139.339874
2.5,112.042816
3.0,89.56289
3.5,73.14897
4.0,59.9464722
6.0,31.5789452
8.0,16.592329
10.0,11.5967884
12.0,8.028546
24.0,1.24888492
