time[h],concentration[mg/l]
0.25,0.031297937
0.5,0.25590086
0.75,0.196662679
1.0,0.1550897
1.5,0.1108774
1.75,0.103680015
2.0,0.08972528
2.5,0.08390094
3.0,0.0661649257
3.5,0.0572595
4.0,0.04779387
5.0,0.02941778
6.0,0.01737442
8.0,0.008654056
10.0,0.00535426149
12.0,0.005164217
16.0,0.00227249158
24.0,0.00201805378
