time[h],concentration[µg/l]
144.0,390.134521
144.5,484.3049
145.0,2973.094
145.5,4291.48
146.0,4681.614
147.0,4278.027
148.0,3484.305
150.0,1977.57886
152.0,1479.82092
154.0,1210.762
156.0,928.2511
162.0,591.9282
168.0,376.68158
