time[h],concentration[µg/l]
95.9884,1081.93787
96.5013657,1243.637
96.96242,4594.243
97.52406,8013.162
97.95797,8957.829
98.42604,8017.34961
98.9345856,7586.017
99.95105,6605.524
100.966255,5440.71
101.981773,4544.019
103.977066,3693.165
106.010628,2879.11
108.084351,2340.112
112.03698,1634.139
120.0662,1052.324
