time[h],concentration[µg/l]
120.0,224.809
120.5,294.1696
121.0,772.4532
121.5,2733.431
122.0,4303.13
122.5,4816.469
123.0,4292.95
124.0,3460.545
125.0,2788.849
126.0,2064.852
128.0,1380.419
130.0,949.4606
132.0,691.0724
136.0,366.3426
144.0,171.61
