time[h],concentration[µg/l]
120.0,53.14065
120.5,42.31789
121.0,155.4463
121.5,532.125732
122.0,1157.525
122.5,1534.888
123.0,1368.999
124.0,1014.276
125.0,830.0467
126.0,660.3217
128.0,411.9116
130.0,260.6814
132.0,174.5166
136.0,79.36028
144.0,35.23748
