time[h],concentration[µg/l]
1.0,52.30854
1.5,484.56134
2.0,1774.314
2.5,2932.55176
3.0,3006.748
4.0,2523.798
5.0,2035.832
6.0,1363.874
8.0,948.4031
10.0,526.2913
12.0,390.9384
16.0,243.110611
20.0,168.0946
24.0,108.7425
