time[h],concentration[µg/l]
120.0,36.25845
120.5,37.78766
121.0,97.44014
121.5,517.3403
122.0,1125.074
122.5,1241.138
123.0,1204.957
124.0,892.9667
125.0,762.5662
126.0,581.4949
128.0,394.7374
130.0,249.876511
132.0,162.2831
136.0,82.82365
144.0,31.4692478
