time[h],concentration[µg/l]
120.0,184.2253
120.5,159.6593
121.0,1200.078
121.5,4758.576
122.0,5401.809
122.5,4955.954
123.0,4354.939
124.0,3663.426
125.0,3125.826
126.0,2280.552
128.0,1503.294
130.0,922.7382
132.0,681.4053
136.0,287.6778
144.0,144.684616
