time[h],concentration[mg/l]
0.0333333351,77.71554
0.0833333358,28.14971
0.166666672,18.0141125
0.5,4.99186
1.0,3.19448614
1.5,2.47133231
2.0,1.76821589
2.66666675,1.65369773
3.33333325,0.6697112
4.0,0.47385478
