time[h],concentration[mg/l]
0.5,0.00060940953
1.0,0.0013554
1.5,0.0016734
2.0,0.0017451
3.0,0.0015022
4.0,0.00121389993
5.0,0.000933199946
6.0,0.0007698
7.0,0.00062919996
17.0,8.69e-05
