time[h],concentration[mg/l]
0.041667,0.0121609
0.1,0.00810019951
0.25,0.0058171
0.5,0.0047834
1.0,0.00405359967
1.5,0.0038747
2.0,0.0036483
3.0,0.0032345
4.0,0.0023228
6.0,0.0017985
8.0,0.0011979
12.0,0.000728999963
