time[h],concentration[mg/l]
0.25,0.001808
0.5,0.00223399978
1.0,0.002085
1.5,0.00200900016
2.0,0.00191799994
2.5,0.001693
3.0,0.00162399991
4.0,0.001209
5.0,0.000947000051
6.0,0.000721
8.0,0.000435999973
