time[h],concentration[µmol/l]
0.196671709,2.47551274
0.3540091,4.124626
0.57186085,5.52181
0.7776097,4.167825
1.00756431,2.98616028
1.527988,1.88807
2.03608084,1.18096268
2.52042365,0.8289952
2.998075,0.5493176
4.018372,0.2789694
4.99494171,0.121870048
6.04439,0.0611196235
