time[h],concentration[µmol/l]
0.0440473519,5.342236
0.510073245,1.81503439
0.7574307,1.08063734
1.00661123,0.706085
1.49881387,0.368588626
1.99634051,0.1600746
2.4982,0.09345706
2.996083,0.0446968526
3.494006,0.0136870742
4.0,0.000213860534
