time[h],concentration[µmol/l]
0.771989048,0.309165329
1.037556,1.11484373
1.2588619,1.92052209
1.52735221,2.38766527
1.76367617,2.418502
2.0,2.35682821
2.49817443,1.99849093
3.007178,1.504688
3.51618147,1.14083338
4.04814,1.030837
5.02106142,0.4651031
6.039068,0.257186085
7.057075,0.1532276
8.00869,0.101248346
10.0087528,0.04405286
12.0306349,0.0132158594
