time[h],concentration[µmol/l]
0.009366426,0.0262939166
0.06165148,0.5793509
0.1914217,3.27399135
0.342267781,4.90159
0.3852392,5.20639467
0.520781159,3.916264
1.03390419,2.00818872
1.97115433,0.946816
2.97021747,0.4416989
3.97858977,0.229511246
6.002782,0.0394794755
7.988434,0.02551568
12.0596657,0.009062553
24.0106812,0.0
