time[h],concentration[µmol/l]
96.0611343,0.251466781
96.22486,3.359366
96.35735,5.944323
96.53401,7.65016651
96.79476,6.29253626
97.05677,5.402296
97.2848053,4.70101
97.50218,4.112814
97.79039,3.682629
98.0524,3.31386137
98.52141,2.70717144
99.0218353,2.17641377
99.51512,1.74807191
100.023,1.41068518
101.0393,0.8829132
102.032494,0.552400947
103.08297,0.356216669
104.0,0.169823453
105.938866,0.1341924
