time[h],concentration[µmol/l]
0.006320971,0.0378374569
0.498920232,0.438438177
0.987189949,2.71171975
1.48712265,2.915749
1.98601937,2.54180956
2.46975231,2.283588
2.99178863,1.95569944
3.49085116,1.67423487
3.98214555,1.34659493
4.98814249,0.887638
5.98680639,0.6252526
